line_hom_a line_hom_b line_hom_c centroid_x centroid_y centroid_z point1_x point1_y point1_z point2_x point2_y point2_z
-0.14928356454338207 0.9887944262369313 -345.9510629751483 285.7296629006213 393.00970478530576 1.0 261.1598201947926 389.3002646812032 1.0 310.29950560644994 396.71914488940826 1.0
-0.15466332376514477 0.9879672344171734 -342.66903087832105 226.04674288412247 382.22944881551456 1.0 210.60450163441 379.81201200702293 1.0 241.48898413383495 384.6468856240062 1.0
-0.18158097878570675 0.9833759953055722 -334.4811845597943 247.26886111967812 385.7939467672743 1.0 240.50893974135474 384.54572315163784 1.0 254.0287824980015 387.0421703829107 1.0
0.7434000931357703 0.6688469941068197 -402.99729235286895 148.2505177966085 437.7501075659818 1.0 117.209829712676 472.25074914157733 1.0 179.291205880541 403.24946599038634 1.0
-0.756844193813628 -0.6535953383329777 410.1904184866116 164.77943540540417 436.7810521235775 1.0 195.75163791729491 400.9161518313999 1.0 133.80723289351346 472.6459524157552 1.0
0.20458074570096385 -0.9788496914687349 390.4509840767324 234.24500534351182 447.8450632076807 1.0 301.0745568898113 461.81251869074725 1.0 167.41545379721234 433.8776077246142 1.0
-0.09129947166497178 0.9958234815838081 -202.3364567929681 241.88660686639085 225.36180392711026 1.0 226.27820281806413 223.93078822051217 1.0 257.49501091471757 226.79281963370838 1.0
0.9999817539591656 0.006040840069968352 -305.29992368131593 302.52437267053733 460.3781677092379 1.0 302.4563460377122 471.63908354553047 1.0 302.59239930336247 449.1172518729453 1.0
-0.08186312185434322 0.9966435818687948 -204.55334897980347 203.84536071045318 221.98584389440384 1.0 188.74191338377958 220.7452646427864 1.0 218.94880803712678 223.22642314602132 1.0
-0.09737331951918042 0.9952479272250787 -200.2941829513558 269.46434178329355 227.61446088559882 1.0 257.6413662266129 226.45772159978287 1.0 281.28731733997415 228.77120017141473 1.0
-0.09101875068659161 0.9958491788536316 -202.7520750136897 138.22888413554162 216.23103169537058 1.0 86.27378272546024 211.4824326880546 1.0 190.18398554562302 220.97963070268653 1.0
-0.7732125573190776 -0.6341469397577285 404.34879856648496 226.97973146497702 360.87096789946094 1.0 243.82382997617142 340.33303312593534 1.0 210.13563295378262 381.4089026729865 1.0
0.17672667530191344 -0.9842599667957302 343.396233981243 286.38679625551026 400.30930203993245 1.0 307.40797198195224 404.08371390508796 1.0 265.3656205290683 396.53489017477693 1.0
0.8947155274739886 0.44663645719638967 -455.7764095451484 332.2559970299718 354.878799865607 1.0 311.6576183016521 396.1420890397682 1.0 352.85437575829144 313.61551069144576 1.0
0.7382864915041487 0.6744872544848379 -402.90872526399613 202.71933217231947 375.4611804308348 1.0 191.9992309644903 387.1952878682579 1.0 213.43943338014867 363.72707299341175 1.0
0.07471792811864648 -0.9972047087823326 245.00602365230057 421.28072159155533 277.25826391610036 1.0 485.09393359902685 282.0396201870874 1.0 357.46750958408387 272.47690764511333 1.0
-0.08059970075828198 0.9967465516557734 -203.57437071511032 52.675672439257326 208.49835277155432 1.0 20.185958887044617 205.87114409380112 1.0 85.16538599147003 211.12556144930755 1.0
-0.003408952947868232 -0.9999941895030187 69.11329632019356 286.9966262563366 68.13533422524264 1.0 322.62121225962943 68.01389098212454 1.0 251.37204025304374 68.25677746836075 1.0
-0.19702236326554295 0.9803989944778914 -345.1541572205865 282.5571034546436 408.83785862524746 1.0 261.04545398826383 404.51484723959913 1.0 304.06875292102336 413.1608700108958 1.0
-0.1752738031188533 0.9845197275526039 -352.28623470164325 380.81724707188215 425.622270597716 1.0 328.9181392278532 416.3826852895461 1.0 432.7163549159111 434.8618559058859 1.0
0.17119630236754327 -0.9852369390434368 345.625040198849 231.98032283702128 391.11324232798313 1.0 256.5896987773043 395.3894057538486 1.0 207.37094689673822 386.8370789021176 1.0
0.7482316246707366 0.6634375900132505 -400.96922098976603 225.41853017201697 350.1519229919255 1.0 213.33102734729107 363.78433094242484 1.0 237.50603299674285 336.51951504142613 1.0
0.761981288743547 0.6475990392246757 -397.30926446008914 189.53549134787391 390.4989834496317 1.0 186.9449727135574 393.5470527146107 1.0 192.12600998219042 387.4509141846527 1.0
0.8566609355374172 0.5158798712143722 -472.56558121546175 305.72470745043375 408.3570208276824 1.0 303.5684568734531 411.9376521715282 1.0 307.8809580274144 404.7763894838365 1.0
-0.9967802764946692 0.08018154645060624 129.821171059313 154.79906093002228 305.30066803724856 1.0 150.986627487106 257.906240895729 1.0 158.61149437293858 352.69509517876804 1.0
0.14717491321125942 -0.9891104816557442 216.7153550275123 332.7022591529683 268.60576858795173 1.0 356.4837192797008 272.1443362152302 1.0 308.9207990262357 265.0672009606732 1.0
0.1547822291680648 0.9879486128001621 -285.787387144037 441.52763709685934 220.09925659854224 1.0 434.01617252461523 221.27608018607032 1.0 449.03910166910345 218.92243301101414 1.0
-0.1728798622580597 0.9849429187651608 -353.30290093813693 220.82226953449725 397.46326108885194 1.0 202.81328751696222 394.3022755420929 1.0 238.8312515520323 400.624246635611 1.0
-0.01116606772581211 0.999937657522479 -269.8395674082827 435.12538711390994 274.7153333845124 1.0 428.8691880133344 274.64547188631036 1.0 441.38158621448554 274.7851948827145 1.0
0.11297385663235658 -0.9935979608058845 227.31003999406246 557.6331247687338 292.1785431701936 1.0 630.2601498930196 300.43636519447676 1.0 485.006099644448 283.92072114591053 1.0
0.031009702267992205 -0.9995190835423056 52.85697386485828 130.77901498839697 56.93977545766478 1.0 170.1548954105185 58.161397284136264 1.0 91.40313456627545 55.7181536311933 1.0
-0.10362469190104667 0.994616470418831 -257.29506756883615 404.2597731955105 300.8057587144331 1.0 294.83533179188385 289.40531003483295 1.0 513.6842145991371 312.2062073940333 1.0
-0.4106891833352596 -0.9117754080317244 421.1539337125288 158.86323983299673 390.34889112861254 1.0 165.46329091622957 387.3760432480196 1.0 152.2631887497639 393.3217390092055 1.0
0.19139525093312165 0.9815130452114468 -307.31337255463177 460.9388566587684 223.2184946379416 1.0 456.3718905261503 224.10905399751405 1.0 465.5058227913864 222.32793527836918 1.0
-0.08344063947517477 0.996512749383556 -238.3052807247904 401.33364086354504 272.7439428441595 1.0 386.28217035380965 271.483643540261 1.0 416.3851113732804 274.004242148058 1.0
-0.0950359234168277 0.9954738435842052 -233.10289858728146 558.9679549776051 287.5263234626443 1.0 487.59280070311416 280.71227833306875 1.0 630.3431092520962 294.3403685922198 1.0
-0.149833050534569 0.9887113112367559 -211.93202886594628 328.9578496293268 264.2032957491356 1.0 320.12652107112245 262.8649628271691 1.0 337.78917818753115 265.5416286711021 1.0
-0.12789788692421847 0.9917873413793503 -218.4138715440612 361.4289980469098 266.8312708038244 1.0 343.6603029273765 264.5398737831402 1.0 379.197693166443 269.12266782450865 1.0
-0.08124677535872643 0.9966940159817398 -238.49632748708206 462.6453359860993 277.0005284909481 1.0 440.2432479932275 275.17439390848 1.0 485.0474239789712 278.8266630734162 1.0
0.7785748230083929 0.6275517866897121 -392.3377951574341 182.9857923331486 398.1658081106662 1.0 179.55825911445228 402.4181919389053 1.0 186.41332555184493 393.9134242824271 1.0
-0.0063705630960045785 -0.9999797077570324 56.39837746609213 470.1204101036261 53.40452942849415 1.0 528.8680257892692 53.030266441393465 1.0 411.372794417983 53.778792415594836 1.0
0.9234960034792369 0.3836080441777484 -469.38937713164586 348.0734090384915 385.66702970038165 1.0 341.6183692209323 401.2068588679188 1.0 354.5284488560507 370.1272005328445 1.0
0.2445435576419591 -0.9696383080385252 106.09354570069131 474.3664897749649 229.05119661130874 1.0 489.80325975949154 232.94436236107487 1.0 458.9297197904383 225.15803086154264 1.0
-0.2490915588097025 0.9684799405923453 -99.26552998427339 477.9348402014631 225.4203264199718 1.0 467.95220580297035 222.85280812751543 1.0 487.91747459995577 227.98784471242817 1.0
0.9671689921010458 -0.25413409987297486 -209.66785577562428 295.5607470784074 299.79972824942695 1.0 298.37409786874883 310.50661744564763 1.0 292.74739628806594 289.0928390532063 1.0
-0.9999995512789784 0.0009473340707802209 322.62958219114876 322.664424174223 36.62614682023962 1.0 322.6360030430499 6.6249895764377555 1.0 322.692845305396 66.62730406404148 1.0
0.15989755398623537 -0.9871336141724782 332.6269424093457 267.02580093614625 380.21571694211593 1.0 312.66809804683265 387.60893257324386 1.0 221.38350382545985 372.822501310988 1.0
-0.012567550437622399 0.999921025219491 -311.7924464817617 577.6020411897564 319.0766882787136 1.0 573.8447793785226 319.0294649719433 1.0 581.3593030009902 319.12391158548394 1.0
-0.003057840469855527 -0.9999953247949016 76.89386251106696 470.74833268014856 75.45474197467496 1.0 545.1245483863745 75.22731030900407 1.0 396.37211697392263 75.68217364034584 1.0
0.9979820367587923 0.06349688422885685 -415.873941984049 414.8603124269089 29.147924978221006 1.0 413.4219160105628 51.75523559960159 1.0 416.298708843255 6.540614356840421 1.0
0.09257158461210714 -0.9957060317796631 174.6592863625052 383.9232377169235 211.1061519549839 1.0 423.92611060520596 214.82525098031195 1.0 343.9203648286411 207.38705292965585 1.0
-0.003528037643358595 0.9999937764558273 -67.59861693289781 135.1287017115694 68.07577975185679 1.0 86.37930850523801 67.90378898714184 1.0 183.87809491790077 68.24777051657173 1.0
0.1098044127427143 -0.9939532136585844 174.43089084278353 440.88012039984204 224.19714579218578 1.0 457.8245094942909 226.06903339034702 1.0 423.9357313053932 222.32525819402454 1.0
0.9871909161208319 0.1595433957533582 -552.0726248182447 506.2501537012838 327.85482315059915 1.0 505.03708764976227 335.3607921759038 1.0 507.46321975280534 320.3488541252945 1.0
-0.08514975743257593 0.9963681642892719 -183.4695116964946 622.0492520042983 237.298684452077 1.0 613.8771115295953 236.60029222712845 1.0 630.2213924790013 237.99707667702558 1.0
-0.10382499376170623 0.994595581465342 -257.53318821664226 542.7977879180169 315.59477139305596 1.0 512.798477172777 312.4631686501691 1.0 572.7970986632566 318.7263741359428 1.0
-0.2335887965843691 -0.9723354740573166 385.92130573511685 173.81948403360798 355.14390953552197 1.0 185.30736714207848 352.3841204892454 1.0 162.33160092513745 357.90369858179855 1.0
-0.13817743146829056 0.9904074905981002 -286.68099452098573 415.45014795005767 347.4194532394482 1.0 371.7656745196089 341.3247817118541 1.0 459.1346213805064 353.51412476704235 1.0
-0.011530489968230433 0.9999335216908635 -78.12428060196285 287.648680297336 81.44642524514154 1.0 241.39762325938503 80.91309244088237 1.0 333.899737335287 81.97975804940073 1.0
0.5452905676383469 -0.8382470977251572 35.864696616156934 273.90033298331133 220.96105690984268 1.0 281.1700304910076 225.69008906669546 1.0 266.63063547561507 216.23202475298993 1.0
-0.18084624048630485 0.98351138137897 -349.9105279899255 243.38674878404288 400.53029781860346 1.0 238.10561475803834 399.55921273286896 1.0 248.66788281004744 401.5013829043379 1.0
-0.9851489716526619 0.1717017869787696 237.94057275734465 286.15254692610296 256.0387713852484 1.0 281.6706235367223 230.323475721958 1.0 290.6344703154836 281.7540670485388 1.0
0.010929021290859497 -0.9999402764633615 84.07894399862161 288.88192557620323 87.24135107581579 1.0 338.8896138615982 87.78791880875156 1.0 238.87423729080822 86.69478334288002 1.0
0.1189125627730549 -0.9929047297776078 164.68484724058382 609.6054581667802 238.8694377604188 1.0 630.3077817353573 241.3487958267742 1.0 588.9031345982031 236.39007969406345 1.0
0.3022542021452561 0.9532273586535033 -204.9719043761812 14.336252507206448 210.48358504552164 1.0 7.549116698206813 212.63568475203706 1.0 21.123388316206082 208.3314853390062 1.0
0.002222670155418189 0.9999975298656393 -70.05384133172066 470.746960927964 69.0076965691947 1.0 398.87231600933984 69.16745059200052 1.0 542.6216058465882 68.84794254638891 1.0
-0.11096278243612406 0.9938245624425034 -254.58395541469216 605.716998012359 323.79557825792483 1.0 581.1596567957583 321.0536950185629 1.0 630.2743392289598 326.5374614972868 1.0
-0.07873418180491742 -0.9968956458002564 404.75962002850343 146.2540822819895 394.4689960088308 1.0 152.51439418772205 393.9745605703594 1.0 139.99377037625695 394.9634314473021 1.0
-0.9344535102448319 0.35608515440988525 450.84445291979534 625.0946308089436 374.2852444822943 1.0 619.677437924775 360.0692210294945 1.0 630.5118236931123 388.501267935094 1.0
-0.12645411260996622 0.9919724579866246 -289.2268994124091 528.9706971266602 358.99930148971737 1.0 505.05167927684107 355.9501662517896 1.0 552.8897149764792 362.0484367276451 1.0
